tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs,workers,threads
dask,scenario_full_table_statistics,100000000,25000000,10000,4,2.1319681999999993e9,0,0,0,1,8
dask,scenario_count_unique_a1,100000000,25000000,10000,4,2.8860069999999994e8,0,0,0,1,8
dask,scenario_rowwise_sum_and_mean_reduce,100000000,25000000,10000,4,3.403578554e11,0,0,0,1,8
dask,scenario_grouped_a1_statistics,100000000,25000000,10000,4,1.0487520599999983e10,0,0,0,1,8
dask,scenario_table_load,500000000,10000000,1000,4,4.945087009999999e10,0,0,0,1,8
dask,scenario_full_table_statistics,500000000,10000000,1000,4,1.0896883100000011e10,0,0,0,1,8
dask,scenario_count_unique_a1,500000000,10000000,1000,4,1.4799507000000033e9,0,0,0,1,8
dask,scenario_rowwise_sum_and_mean_reduce,500000000,10000000,1000,4,1.7044492571e12,0,0,0,1,8
dask,scenario_grouped_a1_statistics,500000000,10000000,1000,4,4.136151760000007e10,0,0,0,1,8
dask,scenario_table_load,500000000,25000000,1000,4,4.99667096e10,0,0,0,1,8
dask,scenario_full_table_statistics,500000000,25000000,1000,4,1.3955944399999992e10,0,0,0,1,8
dask,scenario_count_unique_a1,500000000,25000000,1000,4,1.376205800000008e9,0,0,0,1,8
dask,scenario_rowwise_sum_and_mean_reduce,500000000,25000000,1000,4,1.7606758341999998e12,0,0,0,1,8
dask,scenario_grouped_a1_statistics,500000000,25000000,1000,4,5.717000719999987e10,0,0,0,1,8
dask,scenario_table_load,500000000,10000000,10000,4,5.38846451e10,0,0,0,1,8
dask,scenario_full_table_statistics,500000000,10000000,10000,4,1.0640137300000006e10,0,0,0,1,8
dask,scenario_count_unique_a1,500000000,10000000,10000,4,1.5730299000000088e9,0,0,0,1,8
dask,scenario_rowwise_sum_and_mean_reduce,500000000,10000000,10000,4,1.7233086298e12,0,0,0,1,8
dask,scenario_grouped_a1_statistics,500000000,10000000,10000,4,4.478656959999989e10,0,0,0,1,8
dask,scenario_table_load,500000000,25000000,10000,4,5.393379249999999e10,0,0,0,1,8
dask,scenario_full_table_statistics,500000000,25000000,10000,4,1.4714442899999994e10,0,0,0,1,8
dask,scenario_count_unique_a1,500000000,25000000,10000,4,1.4592800000000067e9,0,0,0,1,8
dask,scenario_rowwise_sum_and_mean_reduce,500000000,25000000,10000,4,1.7332288904000002e12,0,0,0,1,8
dask,scenario_grouped_a1_statistics,500000000,25000000,10000,4,5.6933508700000175e10,0,0,0,1,8
dask,increment_map,10000000,10000000,1000,4,1.4067400000000063e7,0,0,0,1,16
dask,filter_half,10000000,10000000,1000,4,1.2432930000000031e8,0,0,0,1,16
dask,reduce_var_all,10000000,10000000,1000,4,6.580805999999999e8,0,0,0,1,16
dask,reduce_var_single,10000000,10000000,1000,4,7.487969999999988e7,0,0,0,1,16
dask,groupby_single_col,10000000,10000000,1000,4,1.0975291999999998e9,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,10000000,10000000,1000,4,2.0480920000000005e9,0,0,0,1,16
dask,grouped_reduce_mean_allcols,10000000,10000000,1000,4,3.8119335999999995e9,0,0,0,1,16
dask,innerjoin_r_unique,10000000,10000000,1000,4,4.531893e8,0,0,0,1,16
dask,groupby_single_col,10000000,10000000,10000,4,7.1338405e9,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,10000000,10000000,10000,4,1.8577741500000008e10,0,0,0,1,16
dask,grouped_reduce_mean_allcols,10000000,10000000,10000,4,3.825864710000001e10,0,0,0,1,16
dask,innerjoin_r_unique,10000000,10000000,10000,4,5.614559999999998e8,0,0,0,1,16
dask,increment_map,10000000,25000000,1000,4,1.3971000000000177e7,0,0,0,1,16
dask,filter_half,10000000,25000000,1000,4,8.507409999999993e7,0,0,0,1,16
dask,reduce_var_all,10000000,25000000,1000,4,6.131754999999996e8,0,0,0,1,16
dask,reduce_var_single,10000000,25000000,1000,4,7.523400000000003e7,0,0,0,1,16
dask,groupby_single_col,10000000,25000000,1000,4,1.1211259e9,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,10000000,25000000,1000,4,1.9164683e9,0,0,0,1,16
dask,grouped_reduce_mean_allcols,10000000,25000000,1000,4,3.8447443999999995e9,0,0,0,1,16
dask,innerjoin_r_unique,10000000,25000000,1000,4,4.316346000000002e8,0,0,0,1,16
dask,groupby_single_col,10000000,25000000,10000,4,7.063210099999999e9,0,0,0,1,16
dask,grouped_reduce_mean_singlecol,10000000,25000000,10000,4,1.87000291e10,0,0,0,1,16
dask,grouped_reduce_mean_allcols,10000000,25000000,10000,4,3.839972180000001e10,0,0,0,1,16
dask,innerjoin_r_unique,10000000,25000000,10000,4,5.585351000000002e8,0,0,0,1,16
